study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	nominal_length	library_layout	read_count	base_count	fastq_ftp	fastq_galaxy	submitted_galaxy	sra_ftp
PRJEB14672	SAMEA4060603	ERS1231713	ERX1584506	ERR1513479	8049	Gadus morhua	Illumina HiSeq 2000	I50_09	300	PAIRED	5484868	1577185487	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513479/ERR1513479.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513479/ERR1513479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513479/ERR1513479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513479/ERR1513479.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513479/ERR1513479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513479/ERR1513479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_09.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_09.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513479
PRJEB14672	SAMEA4060604	ERS1231714	ERX1584507	ERR1513480	8049	Gadus morhua	Illumina HiSeq 2000	I50_10	300	PAIRED	4683380	1333724261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513480/ERR1513480.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513480/ERR1513480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513480/ERR1513480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513480/ERR1513480.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513480/ERR1513480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513480/ERR1513480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_10.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_10.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513480
PRJEB14672	SAMEA4060605	ERS1231715	ERX1584508	ERR1513481	8049	Gadus morhua	Illumina HiSeq 2000	I50_11	300	PAIRED	5302599	1527567944	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513481/ERR1513481.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513481/ERR1513481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513481/ERR1513481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513481/ERR1513481.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513481/ERR1513481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513481/ERR1513481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_11.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_11.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513481
PRJEB14672	SAMEA4060606	ERS1231716	ERX1584509	ERR1513482	8049	Gadus morhua	Illumina HiSeq 2000	I50_12	300	PAIRED	4201868	1211855181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513482/ERR1513482.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513482/ERR1513482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513482/ERR1513482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513482/ERR1513482.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513482/ERR1513482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513482/ERR1513482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_12.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_12.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513482
PRJEB14672	SAMEA4060607	ERS1231717	ERX1584510	ERR1513483	8049	Gadus morhua	Illumina HiSeq 2000	I50_13	300	PAIRED	5065396	1461017714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513483/ERR1513483.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513483/ERR1513483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513483/ERR1513483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513483/ERR1513483.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513483/ERR1513483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513483/ERR1513483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_13.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_13.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513483
PRJEB14672	SAMEA4060608	ERS1231718	ERX1584511	ERR1513484	8049	Gadus morhua	Illumina HiSeq 2000	I50_14	300	PAIRED	2723518	789655859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513484/ERR1513484.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513484/ERR1513484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513484/ERR1513484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513484/ERR1513484.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513484/ERR1513484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513484/ERR1513484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_14.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_14.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513484
PRJEB14672	SAMEA4060609	ERS1231719	ERX1584512	ERR1513485	8049	Gadus morhua	Illumina HiSeq 2000	I50_15	300	PAIRED	4438575	1282253495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513485/ERR1513485.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513485/ERR1513485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513485/ERR1513485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513485/ERR1513485.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513485/ERR1513485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513485/ERR1513485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_15.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_15.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513485
PRJEB14672	SAMEA4060610	ERS1231720	ERX1584513	ERR1513486	8049	Gadus morhua	Illumina HiSeq 2000	I50_16	300	PAIRED	5365184	1540813211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513486/ERR1513486.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513486/ERR1513486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513486/ERR1513486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513486/ERR1513486.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513486/ERR1513486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513486/ERR1513486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_16.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_16.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513486
PRJEB14672	SAMEA4060611	ERS1231721	ERX1584514	ERR1513487	8049	Gadus morhua	Illumina HiSeq 2000	I50_17	300	PAIRED	4635831	1328815704	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513487/ERR1513487.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513487/ERR1513487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513487/ERR1513487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513487/ERR1513487.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513487/ERR1513487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513487/ERR1513487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_17.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_17.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513487
PRJEB14672	SAMEA4060612	ERS1231722	ERX1584515	ERR1513488	8049	Gadus morhua	Illumina HiSeq 2000	I50_18	300	PAIRED	1666341	479559088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513488/ERR1513488.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513488/ERR1513488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513488/ERR1513488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513488/ERR1513488.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513488/ERR1513488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513488/ERR1513488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_18.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_18.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513488
PRJEB14672	SAMEA4060613	ERS1231723	ERX1584516	ERR1513489	8049	Gadus morhua	Illumina HiSeq 2000	I50_19	300	PAIRED	5563333	1601458586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513489/ERR1513489.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513489/ERR1513489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513489/ERR1513489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513489/ERR1513489.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513489/ERR1513489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513489/ERR1513489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_19.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_19.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513489
PRJEB14672	SAMEA4060614	ERS1231724	ERX1584517	ERR1513490	8049	Gadus morhua	Illumina HiSeq 2000	I50_20	300	PAIRED	5709313	1654135842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513490/ERR1513490.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513490/ERR1513490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513490/ERR1513490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513490/ERR1513490.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513490/ERR1513490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513490/ERR1513490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_20.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_20.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513490
PRJEB14672	SAMEA4060615	ERS1231725	ERX1584518	ERR1513491	8049	Gadus morhua	Illumina HiSeq 2000	I50_23	300	PAIRED	6215280	1783804676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513491/ERR1513491.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513491/ERR1513491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513491/ERR1513491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513491/ERR1513491.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513491/ERR1513491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513491/ERR1513491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_23.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_23.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513491
PRJEB14672	SAMEA4060616	ERS1231726	ERX1584519	ERR1513492	8049	Gadus morhua	Illumina HiSeq 2000	I50_41	300	PAIRED	8096472	2166414728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513492/ERR1513492.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513492/ERR1513492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513492/ERR1513492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513492/ERR1513492.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513492/ERR1513492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513492/ERR1513492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_41.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_41.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513492
PRJEB14672	SAMEA4060617	ERS1231727	ERX1584520	ERR1513493	8049	Gadus morhua	Illumina HiSeq 2000	I50_42	300	PAIRED	5564741	1599763460	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513493/ERR1513493.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513493/ERR1513493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513493/ERR1513493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513493/ERR1513493.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513493/ERR1513493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513493/ERR1513493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_42.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/I50_42.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513493
PRJEB14672	SAMEA4060618	ERS1231728	ERX1584521	ERR1513494	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_01	300	PAIRED	6333608	1544583096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513494/ERR1513494.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513494/ERR1513494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513494/ERR1513494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513494/ERR1513494.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513494/ERR1513494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513494/ERR1513494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_01.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513494
PRJEB14672	SAMEA4060619	ERS1231729	ERX1584522	ERR1513495	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_03	300	PAIRED	5690095	1387387386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513495/ERR1513495.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513495/ERR1513495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513495/ERR1513495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513495/ERR1513495.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513495/ERR1513495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513495/ERR1513495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_03.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_03.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513495
PRJEB14672	SAMEA4060620	ERS1231730	ERX1584523	ERR1513496	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_04	300	PAIRED	4960977	1210299174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513496/ERR1513496.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513496/ERR1513496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513496/ERR1513496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513496/ERR1513496.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513496/ERR1513496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513496/ERR1513496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_04.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_04.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513496
PRJEB14672	SAMEA4060621	ERS1231731	ERX1584524	ERR1513497	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_05	300	PAIRED	4985608	1215140724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513497/ERR1513497.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513497/ERR1513497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513497/ERR1513497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513497/ERR1513497.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513497/ERR1513497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513497/ERR1513497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_05.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_05.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513497
PRJEB14672	SAMEA4060622	ERS1231732	ERX1584525	ERR1513498	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_06	300	PAIRED	5517503	1345258656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513498/ERR1513498.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513498/ERR1513498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513498/ERR1513498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513498/ERR1513498.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513498/ERR1513498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513498/ERR1513498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_06.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_06.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513498
PRJEB14672	SAMEA4060623	ERS1231733	ERX1584526	ERR1513499	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_08	300	PAIRED	4539038	1107282330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513499/ERR1513499.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513499/ERR1513499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513499/ERR1513499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513499/ERR1513499.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513499/ERR1513499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513499/ERR1513499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_08.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_08.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513499
PRJEB14672	SAMEA4060624	ERS1231734	ERX1584527	ERR1513500	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_09	300	PAIRED	5314586	1292624676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513500/ERR1513500.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513500/ERR1513500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513500/ERR1513500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513500/ERR1513500.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513500/ERR1513500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513500/ERR1513500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_09.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_09.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513500
PRJEB14672	SAMEA4060625	ERS1231735	ERX1584528	ERR1513501	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_10	300	PAIRED	5064567	1232669718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513501/ERR1513501.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513501/ERR1513501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513501/ERR1513501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513501/ERR1513501.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513501/ERR1513501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513501/ERR1513501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_10.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_10.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513501
PRJEB14672	SAMEA4060626	ERS1231736	ERX1584529	ERR1513502	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_11	300	PAIRED	5709246	1390726638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513502/ERR1513502.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513502/ERR1513502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513502/ERR1513502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513502/ERR1513502.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513502/ERR1513502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513502/ERR1513502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_11.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_11.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513502
PRJEB14672	SAMEA4060627	ERS1231737	ERX1584530	ERR1513503	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_16	300	PAIRED	5674196	1381076424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513503/ERR1513503.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513503/ERR1513503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513503/ERR1513503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513503/ERR1513503.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513503/ERR1513503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513503/ERR1513503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_16.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_16.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513503
