Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Experiment	InsertSize	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	biomaterial_provider	breed	isolate	sex	tissue	Consent	LibraryLayout	LibrarySource	Organism	Platform
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264757	Model organism or animal	BCM	SRX977289	355	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37746-1_1pA	2015-04-02	111189	52427	2015-04-30	SRR1951120	SRS892346	SRP049547	MMUL.IN-37746	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37746	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264753	Model organism or animal	BCM	SRX977286	336	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37742-1_1pA	2015-04-02	117331	59912	2015-04-30	SRR1951114	SRS892347	SRP049547	MMUL.IN-37742	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37742	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264749	Model organism or animal	BCM	SRX977280	349	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37738-1_1pA	2015-04-02	112853	51897	2015-04-30	SRR1951102	SRS892349	SRP049547	MMUL.IN-37738	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37738	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264756	Model organism or animal	BCM	SRX977287	342	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37745-1_1pA	2015-04-02	114038	56242	2015-04-30	SRR1951117	SRS892352	SRP049547	MMUL.IN-37745	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37745	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264743	Model organism or animal	BCM	SRX977311	344	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37732-1_1pA	2015-04-03	127222	62702	2015-04-30	SRR1951144	SRS892371	SRP049547	MMUL.IN-37732	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37732	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264745	Model organism or animal	BCM	SRX977313	354	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37734-1_1pA	2015-04-02	111056	52656	2015-04-30	SRR1951147	SRS892373	SRP049547	MMUL.IN-37734	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37734	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264741	Model organism or animal	BCM	SRX977315	344	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37730-1_1pA	2015-04-02	124146	62348	2015-04-30	SRR1951153	SRS892374	SRP049547	MMUL.IN-37730	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37730	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264746	Model organism or animal	BCM	SRX977314	338	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37735-1_1pA	2015-04-02	119803	60158	2015-04-30	SRR1951150	SRS892375	SRP049547	MMUL.IN-37735	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37735	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264744	Model organism or animal	BCM	SRX977309	345	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37733-1_1pA	2015-04-02	122727	60216	2015-04-30	SRR1951141	SRS892376	SRP049547	MMUL.IN-37733	Adult	Roger Wiseman, David O''Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37733	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264700	Model organism or animal	BCM	SRX978113	202	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35728-1_1pA	2015-04-03	23745	11293	2015-04-30	SRR1952130	SRS893055	SRP049547	MMUL.IN-35728	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35728	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264699	Model organism or animal	BCM	SRX978112	206	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35724-1_1pA	2015-04-03	26495	12792	2015-04-30	SRR1952128	SRS893056	SRP049547	MMUL.IN-35724	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35724	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264698	Model organism or animal	BCM	SRX978111	203	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35723-1_1pA	2015-04-03	29620	16227	2015-04-30	SRR1952126	SRS893057	SRP049547	MMUL.IN-35723	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35723	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264730	Model organism or animal	BCM	SRX978110	200	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36013-1_2pA	2015-04-03	119987	61159	2015-04-30	SRR1952123	SRS893058	SRP049547	MMUL.CH-36013	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Chinese	36013	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264715	Model organism or animal	BCM	SRX978129	268	Illumina HiSeq 2500	RANDOM	IWG_IND-MAMUTU.35883-1_1pA	2015-04-03	22421	9919	2015-04-30	SRR1952171	SRS893059	SRP049547	MMUL.IN-35883	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35883	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264716	Model organism or animal	BCM	SRX978128	272	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35895-1_1pA	2015-04-03	29840	14609	2015-04-30	SRR1952169	SRS893060	SRP049547	MMUL.IN-35895	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35895	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264713	Model organism or animal	BCM	SRX978127	209	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35875-1_1pA	2015-04-04	125188	67717	2015-04-30	SRR1952166	SRS893061	SRP049547	MMUL.IN-35875	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35875	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264714	Model organism or animal	BCM	SRX978126	187	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35876-1_1pA	2015-04-03	125221	59662	2015-04-30	SRR1952163	SRS893062	SRP049547	MMUL.IN-35876	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35876	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264712	Model organism or animal	BCM	SRX978125	198	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35874-1_1pA	2015-04-03	110434	51659	2015-04-30	SRR1952160	SRS893063	SRP049547	MMUL.IN-35874	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35874	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264720	Model organism or animal	BCM	SRX978135	247	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35919-1_1pA	2015-04-03	20403	8986	2015-04-30	SRR1952181	SRS893064	SRP049547	MMUL.IN-35919	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35919	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264724	Model organism or animal	BCM	SRX978140	280	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35957-1_1pA	2015-04-03	27425	13757	2015-04-30	SRR1952190	SRS893065	SRP049547	MMUL.IN-35957	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35957	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264723	Model organism or animal	BCM	SRX978139	253	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35943-1_1pA	2015-04-03	24251	12055	2015-04-30	SRR1952188	SRS893066	SRP049547	MMUL.IN-35943	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35943	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264722	Model organism or animal	BCM	SRX978138	246	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35923-1_1pA	2015-04-03	19480	9464	2015-04-30	SRR1952186	SRS893067	SRP049547	MMUL.IN-35923	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35923	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264721	Model organism or animal	BCM	SRX978137	261	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35921-1_1pA	2015-04-03	27964	13713	2015-04-30	SRR1952184	SRS893068	SRP049547	MMUL.IN-35921	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35921	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264719	Model organism or animal	BCM	SRX978134	266	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35916-1_1pA	2015-04-03	30913	15436	2015-04-30	SRR1952179	SRS893069	SRP049547	MMUL.IN-35916	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35916	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264718	Model organism or animal	BCM	SRX978133	266	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35907-1_1pA	2015-04-03	23924	11021	2015-04-30	SRR1952177	SRS893070	SRP049547	MMUL.IN-35907	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35907	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264717	Model organism or animal	BCM	SRX978131	261	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35902-1_1pA	2015-04-03	21174	9342	2015-04-30	SRR1952174	SRS893071	SRP049547	MMUL.IN-35902	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35902	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264711	Model organism or animal	BCM	SRX978124	199	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35873-1_1pA	2015-04-03	124924	59967	2015-04-30	SRR1952157	SRS893072	SRP049547	MMUL.IN-35873	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35873	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264709	Model organism or animal	BCM	SRX978123	201	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35871-1_1pA	2015-04-03	113799	58836	2015-04-30	SRR1952154	SRS893073	SRP049547	MMUL.IN-35871	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35871	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264710	Model organism or animal	BCM	SRX978122	202	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35872-1_1pA	2015-04-03	114315	55629	2015-04-30	SRR1952151	SRS893074	SRP049547	MMUL.IN-35872	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35872	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264708	Model organism or animal	BCM	SRX978121	193	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35868-1_1pA	2015-04-03	101226	52367	2015-04-30	SRR1952148	SRS893075	SRP049547	MMUL.IN-35868	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35868	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264707	Model organism or animal	BCM	SRX978120	208	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35866-1_1pA	2015-04-03	123249	68446	2015-04-30	SRR1952145	SRS893076	SRP049547	MMUL.IN-35866	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35866	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264706	Model organism or animal	BCM	SRX978119	195	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35865-1_1pA	2015-04-03	119698	61798	2015-04-30	SRR1952142	SRS893077	SRP049547	MMUL.IN-35865	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35865	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264705	Model organism or animal	BCM	SRX978118	209	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUTU.35864-1_1pA	2015-04-03	94633	44719	2015-04-30	SRR1952140	SRS893078	SRP049547	MMUL.IN-35864	Adult	Michael Kubisch, TNPRC (Tulane National Primate Research Center)	Indian	35864	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264704	Model organism or animal	BCM	SRX978117	206	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35734-1_1pA	2015-04-03	26755	13880	2015-04-30	SRR1952138	SRS893079	SRP049547	MMUL.IN-35734	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35734	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264703	Model organism or animal	BCM	SRX978116	200	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35732-1_1pA	2015-04-03	23304	10776	2015-04-30	SRR1952136	SRS893080	SRP049547	MMUL.IN-35732	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35732	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264702	Model organism or animal	BCM	SRX978115	206	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35730-1_1pA	2015-04-03	32309	15835	2015-04-30	SRR1952134	SRS893081	SRP049547	MMUL.IN-35730	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35730	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264701	Model organism or animal	BCM	SRX978114	205	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35729-1_1pA	2015-04-03	33366	15991	2015-04-30	SRR1952132	SRS893082	SRP049547	MMUL.IN-35729	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35729	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264737	Model organism or animal	BCM	SRX978152	235	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36374-1_1pB	2015-04-03	23374	11171	2015-04-30	SRR1952216	SRS893083	SRP049547	MMUL.IN-36374	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36374	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264736	Model organism or animal	BCM	SRX978151	214	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36371-1_1pA	2015-04-03	26116	12187	2015-04-30	SRR1952214	SRS893084	SRP049547	MMUL.IN-36371	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36371	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264735	Model organism or animal	BCM	SRX978150	260	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36359-1_1pA	2015-04-03	24483	12020	2015-04-30	SRR1952212	SRS893085	SRP049547	MMUL.IN-36359	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36359	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264734	Model organism or animal	BCM	SRX978149	229	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36357-1_1pA	2015-04-03	25211	12029	2015-04-30	SRR1952210	SRS893086	SRP049547	MMUL.IN-36357	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36357	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264733	Model organism or animal	BCM	SRX978148	235	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36355-1_1pA	2015-04-03	27193	12805	2015-04-30	SRR1952208	SRS893087	SRP049547	MMUL.IN-36355	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36355	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264732	Model organism or animal	BCM	SRX978147	221	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36332-1_1pA	2015-04-03	24365	11427	2015-04-30	SRR1952206	SRS893088	SRP049547	MMUL.IN-36332	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36332	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264731	Model organism or animal	BCM	SRX978146	233	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.36329-1_1pA	2015-04-03	29621	15174	2015-04-30	SRR1952204	SRS893089	SRP049547	MMUL.IN-36329	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	36329	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264729	Model organism or animal	BCM	SRX978145	227	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUSF.35990-1_2pA	2015-04-03	111397	54430	2015-04-30	SRR1952201	SRS893090	SRP049547	MMUL.IN-35990	Adult	Laura A. Cox, Jera Pecotte, SNPRC (Southwest National Primate Research Center)	Indian	35990	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264728	Model organism or animal	BCM	SRX978144	225	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUSF.35976-1_2pA	2015-04-04	119934	57453	2015-04-30	SRR1952198	SRS893091	SRP049547	MMUL.IN-35976	Adult	Laura A. Cox, Jera Pecotte, SNPRC (Southwest National Primate Research Center)	Indian	35976	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264727	Model organism or animal	BCM	SRX978143	204	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUSF.35975-1_1pA	2015-04-03	23550	12307	2015-04-30	SRR1952196	SRS893092	SRP049547	MMUL.IN-35975	Adult	Laura A. Cox, Jera Pecotte, SNPRC (Southwest National Primate Research Center)	Indian	35975	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264726	Model organism or animal	BCM	SRX978142	198	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUSF.35972-1_1pA	2015-04-03	18781	9913	2015-04-30	SRR1952194	SRS893093	SRP049547	MMUL.IN-35972	Adult	Laura A. Cox, Jera Pecotte, SNPRC (Southwest National Primate Research Center)	Indian	35972	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264725	Model organism or animal	BCM	SRX978141	206	Illumina HiSeq 2000	RANDOM	IWG_IND-MAMUSF.35969-1_1pA	2015-04-03	28573	14357	2015-04-30	SRR1952192	SRS893094	SRP049547	MMUL.IN-35969	Adult	Laura A. Cox, Jera Pecotte, SNPRC (Southwest National Primate Research Center)	Indian	35969	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264663	Model organism or animal	BCM	SRX986541	191	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35092-1_1pA	2015-04-10	104591	51146	2015-04-30	SRR1964592	SRS910142	SRP049547	MMUL.IN-35092	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	35092	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264665	Model organism or animal	BCM	SRX986543	170	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35094-1_1pA	2015-04-11	131822	68506	2015-04-30	SRR1964598	SRS910145	SRP049547	MMUL.IN-35094	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	35094	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264644	Model organism or animal	BCM	SRX986539	176	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35047-1_1pA	2015-04-11	108746	53994	2015-04-30	SRR1964586	SRS910146	SRP049547	MMUL.IN-35047	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35047	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264754	Model organism or animal	BCM	SRX986550	347	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37743-1_1pA	2015-04-10	114265	56421	2015-04-30	SRR1964616	SRS910148	SRP049547	MMUL.IN-37743	Adult	Roger Wiseman, David O'Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37743	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264755	Model organism or animal	BCM	SRX986551	341	Illumina HiSeq 2000	RANDOM	IWG_IND-ELCOPS.37744-1_1pA	2015-04-10	115185	57231	2015-04-30	SRR1964619	SRS910149	SRP049547	MMUL.IN-37744	Adult	Roger Wiseman, David O'Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37744	female	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264748	Model organism or animal	BCM	SRX986548	355	Illumina HiSeq 2500	RANDOM	IWG_IND-ELCOPS.37737-1_1pA	2015-04-10	114965	52416	2015-04-30	SRR1964613	SRS910150	SRP049547	MMUL.IN-37737	Adult	Roger Wiseman, David O'Connor, WNPRC (Wisconsin National Primate Research Center)	Indian	37737	male	WBC	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264671	Model organism or animal	BCM	SRX986545	145	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35152-1_1pA	2015-04-10	100252	48595	2015-04-30	SRR1964604	SRS910151	SRP049547	MMUL.IN-35152	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35152	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264669	Model organism or animal	BCM	SRX986544	161	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMNJR.35148-1_1pA	2015-04-10	107493	56631	2015-04-30	SRR1964601	SRS910152	SRP049547	MMUL.IN-35148	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	35148	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264664	Model organism or animal	BCM	SRX986542	189	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35093-1_1pA	2015-04-10	118625	59425	2015-04-30	SRR1964595	SRS910153	SRP049547	MMUL.IN-35093	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Indian	35093	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264628	Model organism or animal	BCM	SRX986538	411	Illumina HiSeq 2000	RANDOM	IWG_NGTDRG.34598-1_3pA	2015-04-10	92086	44205	2015-04-30	SRR1964582	SRS910154	SRP049547	MMUL.IN-34598	Adult	Eric Vallender, NEPRC (New England National Primate Research Center)	Indian	34598	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264648	Model organism or animal	BCM	SRX986540	168	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMOJR.35054-1_1pA	2015-04-10	109167	52675	2015-04-30	SRR1964589	SRS910155	SRP049547	MMUL.IN-35054	Adult	Betsy Ferguson, ONPRC (Oregon National Primate Research Center)	Indian	35054	male	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
WGS	GCF_000002255.2	202	PRJNA251548	SAMN03264655	Model organism or animal	BCM	SRX986534	158	Illumina HiSeq 2000	RANDOM	IWG_IND-RMMCJR.35084-1_1pA	2015-04-10	104422	56102	2015-04-30	SRR1964575	SRS910156	SRP049547	MMUL.CH-35084	Adult	Sree Kanthaswamy, David Smith, CNPRC (California National Primate Research Center)	Chinese	35084	female	not applicable	public	PAIRED	GENOMIC	Macaca mulatta	ILLUMINA
