AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	Sample_Name	Sample_name	analysis_type	gssr_id	host_sex	instrument_name	isolation_source	lane	lsid	project	region	strain	work_request	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	LibrarySelection	LibrarySource	Organism	SRA_Study	geographic_location_country_and_or_sea_region
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	254	275	ILLUMINA	6/19/11	SRR285319	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	246	266	ILLUMINA	6/19/11	SRR285324	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627922	SRX077987	0	Illumina Genome Analyzer II	SINGLE	Solexa-4576	6/28/15	230	231	ILLUMINA	6/19/11	SRR285325	SRS212349	PRJNA167910.GORT #08 Marine	GORT #08 Marine	Standard	22948.1	Female	SL-XAQ	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22948.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	180	178	ILLUMINA	6/19/11	SRR285321	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627923	SRX077988	0	Illumina Genome Analyzer II	SINGLE	Solexa-4573	6/28/15	171	170	ILLUMINA	6/19/11	SRR285323	SRS212350	PRJNA167910.BIGR #05 Marine	BIGR #05 Marine	Standard	22945.1	Female	SL-XAM	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22945.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	313	506	ILLUMINA	6/19/11	SRR285326	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627925	SRX077990	0	Illumina Genome Analyzer II	SINGLE	Solexa-4581	6/28/15	330	592	ILLUMINA	6/19/11	SRR285317	SRS212352	PRJNA167910.MATA #11 Freshwater	MATA #11 Freshwater	Standard	22951.1	Female	SL-XBC	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22951.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	396	552	ILLUMINA	6/23/11	SRR290537	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	413	445	ILLUMINA	6/23/11	SRR290538	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00627926	SRX077991	0	Illumina Genome Analyzer II	SINGLE	Solexa-4580	6/28/15	400	446	ILLUMINA	6/23/11	SRR290539	SRS212353	PRJNA167910.JAMA #10 Marine	JAMA #10 Marine	Standard	22950.1	Female	SL-XBF	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22950.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	271	589	ILLUMINA	6/19/11	SRR285313	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627927	SRX077992	0	Illumina Genome Analyzer II	SINGLE	Solexa-4578	6/28/15	234	451	ILLUMINA	6/19/11	SRR285329	SRS212354	PRJNA167910.JMRP #09 Marine	JMRP #09 Marine	Standard	22949.1	Female	SL-XBC	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22949.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627920	SRX077993	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	124	119	ILLUMINA	6/19/11	SRR285327	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XBH	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
36	SAMN00627920	SRX077993	0	Illumina Genome Analyzer II	SINGLE	Solexa-4568	6/28/15	130	114	ILLUMINA	6/19/11	SRR285322	SRS212347	PRJNA167910.RABS #01 Marine	RABS #01 Marine	Standard	22941.1	Female	SL-XBH	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22941.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	243	227	ILLUMINA	6/19/11	SRR285311	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	209	233	ILLUMINA	6/19/11	SRR285336	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
47	SAMN00627928	SRX077994	0	Illumina Genome Analyzer II	SINGLE	Solexa-4570	6/28/15	235	282	ILLUMINA	6/19/11	SRR285333	SRS212355	PRJNA167910.SALR #02 Marine	SALR #02 Marine	Standard	22942.1	Female	SL-XAK	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22942.1	G1422		missing	16642	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	422	427	ILLUMINA	6/23/11	SRR290517	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	439	497	ILLUMINA	6/23/11	SRR290524	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	441	440	ILLUMINA	6/23/11	SRR290540	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	442	470	ILLUMINA	6/23/11	SRR290535	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	436	429	ILLUMINA	6/23/11	SRR290527	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	436	416	ILLUMINA	6/23/11	SRR290530	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630299	SRX079119	0	Illumina Genome Analyzer II	SINGLE	Solexa-4582	6/28/15	445	444	ILLUMINA	6/23/11	SRR290531	SRS212556	PRJNA167910.BIGL #12 Freshwater	BIGL #12 Freshwater	Standard	22952.1	Female	SL-XBH	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22952.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	897	2646	ILLUMINA	6/23/11	SRR290528	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	891	2658	ILLUMINA	6/23/11	SRR290529	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	904	2707	ILLUMINA	6/23/11	SRR290523	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	904	2718	ILLUMINA	6/23/11	SRR290526	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	903	2713	ILLUMINA	6/23/11	SRR290536	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	909	2737	ILLUMINA	6/23/11	SRR290521	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630300	SRX079120	0	Illumina Genome Analyzer II	SINGLE	Solexa-4701	6/28/15	912	2742	ILLUMINA	6/23/11	SRR290518	SRS212557	PRJNA167910.FTC #14 Freshwater	FTC #14 Freshwater	Standard	22954.2	Female	SL-XAS	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22954.2	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	377	497	ILLUMINA	6/23/11	SRR290519	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	3	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	372	467	ILLUMINA	6/23/11	SRR290520	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	1	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	383	498	ILLUMINA	6/23/11	SRR290522	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	2	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	364	534	ILLUMINA	6/23/11	SRR290525	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	8	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	382	512	ILLUMINA	6/23/11	SRR290532	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	5	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	353	498	ILLUMINA	6/23/11	SRR290533	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	6	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
51	SAMN00630301	SRX079121	0	Illumina Genome Analyzer II	SINGLE	Solexa-4590	6/28/15	374	531	ILLUMINA	6/23/11	SRR290534	SRS212558	PRJNA167910.PAXB #20 Freshwater	PAXB #20 Freshwater	Standard	22960.1	Female	SL-XBD	Fin Clip	7	BROAD:SEQUENCING_SAMPLE:22960.1	G1422		missing	17075	WGS	PRJNA13579	BI	public	sra	ncbi	RANDOM	GENOMIC	Gasterosteus aculeatus	SRP001034	missing
