AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	InsertSize	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	geographic_location_country_and_or_sea	lat_lon	sex	tissue_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
192	SAMEA2338581	2014-01-10	ERX373500	150	NG-5241_STD.BS23	2014-02-24	247	158	2014-03-02	ERR407139	ERS391868	BS23	May 2010	Germany	54.263617,10.040131	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338581	2014-01-10	ERX373501	150	NG-5241_STD.BS23	2014-02-24	237	152	2014-03-02	ERR407140	ERS391868	BS23	May 2010	Germany	54.263617,10.040131	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338581	2014-01-10	ERX373502	150	NG-5241_STD.BS23	2014-02-24	67	43	2014-03-02	ERR407141	ERS391868	BS23	May 2010	Germany	54.263617,10.040131	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338581	2014-01-10	ERX373503	150	NG-5241_STD.BS23	2014-02-24	68	43	2014-03-02	ERR407142	ERS391868	BS23	May 2010	Germany	54.263617,10.040131	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373504	150	NG-5241_STD.BS24	2014-02-24	157	106	2014-03-02	ERR407143	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373505	150	NG-5241_STD.BS24	2014-02-24	318	222	2014-03-02	ERR407144	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373506	150	NG-5241_STD.BS24	2014-02-24	321	217	2014-03-02	ERR407145	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373507	150	NG-5241_STD.BS24	2014-02-24	40	28	2014-03-02	ERR407146	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373508	150	NG-5241_STD.BS24	2014-02-24	199	122	2014-03-02	ERR407147	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373509	150	NG-5241_STD.BS24	2014-02-24	185	114	2014-03-02	ERR407148	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373510	150	NG-5241_STD.BS24	2014-02-24	37	23	2014-03-02	ERR407149	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338567	2014-01-10	ERX373511	150	NG-5241_STD.BS24	2014-02-24	37	24	2014-03-02	ERR407150	ERS391922	BS24	May 2010	Germany	54.283867,9.948808	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523621	2012-10-01	ERX373512	150	NG-5241_STD.BS25	2014-02-24	121	78	2014-03-02	ERR407151	ERS123916	BS25						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523621	2012-10-01	ERX373513	150	NG-5241_STD.BS25	2014-02-24	264	178	2014-03-02	ERR407152	ERS123916	BS25						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523621	2012-10-01	ERX373514	150	NG-5241_STD.BS25	2014-02-24	164	98	2014-03-02	ERR407153	ERS123916	BS25						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523621	2012-10-01	ERX373515	150	NG-5241_STD.BS25	2014-02-24	153	92	2014-03-02	ERR407154	ERS123916	BS25						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523621	2012-10-01	ERX373516	150	NG-5241_STD.BS25	2014-02-24	26	16	2014-03-02	ERR407155	ERS123916	BS25						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523621	2012-10-01	ERX373517	150	NG-5241_STD.BS25	2014-02-24	26	17	2014-03-02	ERR407156	ERS123916	BS25						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523618	2012-10-01	ERX373518	150	NG-5241_STD.BS26	2014-02-24	173	114	2014-03-02	ERR407157	ERS123917	BS26						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523618	2012-10-01	ERX373519	150	NG-5241_STD.BS26	2014-02-24	300	208	2014-03-02	ERR407158	ERS123917	BS26						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523618	2012-10-01	ERX373520	150	NG-5241_STD.BS26	2014-02-24	212	130	2014-03-02	ERR407159	ERS123917	BS26						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523618	2012-10-01	ERX373521	150	NG-5241_STD.BS26	2014-02-24	199	123	2014-03-02	ERR407160	ERS123917	BS26						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523618	2012-10-01	ERX373522	150	NG-5241_STD.BS26	2014-02-24	36	23	2014-03-02	ERR407161	ERS123917	BS26						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523618	2012-10-01	ERX373523	150	NG-5241_STD.BS26	2014-02-24	37	23	2014-03-02	ERR407162	ERS123917	BS26						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373524	150	NG-5241_STD.BS27	2014-02-24	126	81	2014-03-02	ERR407163	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373525	150	NG-5241_STD.BS27	2014-02-24	155	93	2014-03-02	ERR407164	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373526	150	NG-5241_STD.BS27	2014-02-24	145	88	2014-03-02	ERR407165	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373527	150	NG-5241_STD.BS27	2014-02-24	321	213	2014-03-02	ERR407166	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373528	150	NG-5241_STD.BS27	2014-02-24	208	109	2014-03-02	ERR407167	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373529	150	NG-5241_STD.BS27	2014-02-24	25	16	2014-03-02	ERR407168	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523622	2012-10-01	ERX373530	150	NG-5241_STD.BS27	2014-02-24	26	16	2014-03-02	ERR407169	ERS123918	BS27						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373531	150	NG-5241_STD.BS28	2014-02-24	157	105	2014-03-02	ERR407170	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373532	150	NG-5241_STD.BS28	2014-02-24	264	173	2014-03-02	ERR407171	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373533	150	NG-5241_STD.BS28	2014-02-24	252	165	2014-03-02	ERR407172	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373534	150	NG-5241_STD.BS28	2014-02-24	174	117	2014-03-02	ERR407173	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373535	150	NG-5241_STD.BS28	2014-02-24	188	118	2014-03-02	ERR407174	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373536	150	NG-5241_STD.BS28	2014-02-24	178	113	2014-03-02	ERR407175	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373537	150	NG-5241_STD.BS28	2014-02-24	41	26	2014-03-02	ERR407176	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523619	2012-10-01	ERX373538	150	NG-5241_STD.BS28	2014-02-24	41	26	2014-03-02	ERR407177	ERS123919	BS28						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373539	150	NG-5241_STD.BS29	2014-02-24	157	105	2014-03-02	ERR407178	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373540	150	NG-5241_STD.BS29	2014-02-24	304	212	2014-03-02	ERR407179	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373541	150	NG-5241_STD.BS29	2014-02-24	335	230	2014-03-02	ERR407180	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373542	150	NG-5241_STD.BS29	2014-02-24	210	130	2014-03-02	ERR407181	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373543	150	NG-5241_STD.BS29	2014-02-24	196	122	2014-03-02	ERR407182	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373544	150	NG-5241_STD.BS29	2014-02-24	47	29	2014-03-02	ERR407183	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523623	2012-10-01	ERX373545	150	NG-5241_STD.BS29	2014-02-24	47	30	2014-03-02	ERR407184	ERS123920	BS29						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338598	2014-01-10	ERX373546	150	NG-5241_STD.BS2	2014-02-24	233	158	2014-03-02	ERR407185	ERS391869	BS2	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338598	2014-01-10	ERX373547	150	NG-5241_STD.BS2	2014-02-24	82	50	2014-03-02	ERR407186	ERS391869	BS2	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338598	2014-01-10	ERX373548	150	NG-5241_STD.BS2	2014-02-24	75	45	2014-03-02	ERR407187	ERS391869	BS2	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338598	2014-01-10	ERX373549	150	NG-5241_STD.BS2	2014-02-24	86	53	2014-03-02	ERR407188	ERS391869	BS2	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338598	2014-01-10	ERX373550	150	NG-5241_STD.BS2	2014-02-24	72	42	2014-03-02	ERR407189	ERS391869	BS2	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338598	2014-01-10	ERX373551	150	NG-5241_STD.BS2	2014-02-24	152	92	2014-03-02	ERR407190	ERS391869	BS2	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373552	150	NG-5241_STD.BS30	2014-02-24	183	123	2014-03-02	ERR407191	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373553	150	NG-5241_STD.BS30	2014-02-24	355	249	2014-03-02	ERR407192	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373554	150	NG-5241_STD.BS30	2014-02-24	361	241	2014-03-02	ERR407193	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373555	150	NG-5241_STD.BS30	2014-02-24	227	142	2014-03-02	ERR407194	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373556	150	NG-5241_STD.BS30	2014-02-24	215	135	2014-03-02	ERR407195	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373557	150	NG-5241_STD.BS30	2014-02-24	48	30	2014-03-02	ERR407196	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA1523620	2012-10-01	ERX373558	150	NG-5241_STD.BS30	2014-02-24	49	31	2014-03-02	ERR407197	ERS123921	BS30						WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338569	2014-01-10	ERX373559	150	NG-5241_STD.BS3	2014-02-24	315	207	2014-03-02	ERR407198	ERS391882	BS3	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338569	2014-01-10	ERX373560	150	NG-5241_STD.BS3	2014-02-24	105	62	2014-03-02	ERR407199	ERS391882	BS3	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338569	2014-01-10	ERX373561	150	NG-5241_STD.BS3	2014-02-24	98	56	2014-03-02	ERR407200	ERS391882	BS3	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338569	2014-01-10	ERX373562	150	NG-5241_STD.BS3	2014-02-24	109	66	2014-03-02	ERR407201	ERS391882	BS3	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338569	2014-01-10	ERX373563	150	NG-5241_STD.BS3	2014-02-24	94	54	2014-03-03	ERR407202	ERS391882	BS3	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338569	2014-01-10	ERX373564	150	NG-5241_STD.BS3	2014-02-25	191	114	2014-03-03	ERR407203	ERS391882	BS3	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373565	150	NG-5241_STD.BS4	2014-02-25	554	344	2014-03-03	ERR407204	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373566	150	NG-5241_STD.BS4	2014-02-25	629	394	2014-03-03	ERR407205	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373567	150	NG-5241_STD.BS4	2014-02-25	653	411	2014-03-03	ERR407206	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373568	150	NG-5241_STD.BS4	2014-02-25	622	388	2014-03-03	ERR407207	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373569	150	NG-5241_STD.BS4	2014-02-25	142	102	2014-03-03	ERR407208	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373570	150	NG-5241_STD.BS4	2014-02-25	106	68	2014-03-03	ERR407209	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373571	150	NG-5241_STD.BS4	2014-02-25	32	19	2014-03-03	ERR407210	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373572	150	NG-5241_STD.BS4	2014-02-25	29	17	2014-03-03	ERR407211	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373573	150	NG-5241_STD.BS4	2014-02-25	35	21	2014-03-03	ERR407212	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373574	150	NG-5241_STD.BS4	2014-02-25	29	17	2014-03-03	ERR407213	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
